,Model,N (obs),F-val,P-val (F),F-val change,P-val (F-val change)
0,1,1546.0,597.139684767698,9.159653958517076e-112,,
1,2,1546.0,298.4037987993292,2.755570156435227e-110,0.039416903236436616,0.8426511669015018
2,3,1546.0,160.75469164987177,4.5978356961567095e-115,16.94017935183392,5.2805967776671174e-08
