,Model,N (obs),F-val,P-val (F),F-val change,P-val (F-val change)
0,1,1546.0,597.139684767698,9.159653958517076e-112,,
1,2,1546.0,298.4037987993292,2.755570156435227e-110,0.039416903236436616,0.8426511669015018
2,3,1546.0,155.78236804761983,4.170842569285563e-134,44.05026406779006,2.6116908735792243e-27
3,4,1546.0,115.73561105948014,1.676257582139809e-136,10.70835813445597,2.407140461332174e-05
